Date,Open,High,Low,Close,Adj Close,Volume
2016-12-12,119.220001,119.239998,117.650002,117.769997,117.769997,17805527
2016-12-13,117.860001,121.519997,117.610001,120.309998,120.309998,29768028
2016-12-14,120.000000,121.690002,118.849998,120.209999,120.209999,25913095
2016-12-15,120.080002,122.500000,119.629997,120.570000,120.570000,20139568
2016-12-16,120.900002,121.500000,119.269997,119.870003,119.870003,25324299
2016-12-19,119.849998,120.360001,118.510002,119.239998,119.239998,15918146
2016-12-20,119.500000,119.769997,118.800003,119.089996,119.089996,13684402
2016-12-21,118.919998,119.199997,118.480003,119.040001,119.040001,10767646
2016-12-22,118.860001,118.989998,116.930000,117.400002,117.400002,16258587
2016-12-23,117.000000,117.559998,116.300003,117.269997,117.269997,10889985
2016-12-27,116.959999,118.680000,116.863998,118.010002,118.010002,12051481
2016-12-28,118.190002,118.250000,116.650002,116.919998,116.919998,12087377
2016-12-29,117.000000,117.530998,116.059998,116.349998,116.349998,9934873
2016-12-30,116.595001,116.830002,114.773903,115.050003,115.050003,18684106
2017-01-03,116.029999,117.839996,115.510002,116.860001,116.860001,20663912
2017-01-04,117.550003,119.660004,117.290001,118.690002,118.690002,19630932
2017-01-05,118.860001,120.949997,118.320900,120.669998,120.669998,19492150
2017-01-06,120.980003,123.879997,120.029999,123.410004,123.410004,28545263
2017-01-09,123.550003,125.430000,123.040001,124.900002,124.900002,22880360
2017-01-10,124.820000,125.500000,124.279999,124.349998,124.349998,17324590
2017-01-11,124.349998,126.120003,124.059998,126.089996,126.089996,18356523
2017-01-12,125.610001,126.730003,124.800003,126.620003,126.620003,18653914
2017-01-13,127.489998,129.270004,127.370003,128.339996,128.339996,24884325
2017-01-17,128.039993,128.339996,127.400002,127.870003,127.870003,15294460
2017-01-18,128.410004,128.429993,126.839996,127.919998,127.919998,13145852
2017-01-19,128.229996,128.350006,127.449997,127.550003,127.550003,12195465
2017-01-20,128.100006,128.479996,126.779999,127.040001,127.040001,19097223
2017-01-23,127.309998,129.250000,126.949997,128.929993,128.929993,16593563
2017-01-24,129.380005,129.899994,128.380005,129.369995,129.369995,15162724
2017-01-25,130.000000,131.740005,129.770004,131.479996,131.479996,18777314
